Role ID,Title,Description,Skills,Progress Paths,Education Requirements,Embedding,Metadata
64b13a5ab8c6cc08ffa936b6,Retail merchandiser,"Retail merchandisers make sure that goods are in the right stores, or online, at the right time and the right price.","to be thorough and pay attention to detail, the ability to work well with others, the ability to come up with new ways of doing things, to be flexible and open to change, the ability to sell products and services, the ability to accept criticism and work well under pressure, customer service skills, excellent verbal communication skills, to be able to use a computer and the main software packages competently","You could be promoted to senior merchandiser and responsible for sales and budgetary control of a multimillion-pound department and managing a team of people. It's typical to have reached senior merchandiser level within 7 to 8 years.

You could also become a merchandise manager, head of merchandising, merchandising director, retail business analyst or self-employed retail consultant.","['a university course', 'a college course', 'an apprenticeship', 'working towards this role', 'completing private industry-recognised training']",,{'requiredWeight': 0.5}
64b13a5ab8c6cc08ffa936aa,Motor vehicle parts person,"Motor vehicle parts persons supply individuals, dealerships and garages with spare parts.","the ability to work well with others, customer service skills, the ability to sell products and services, to be thorough and pay attention to detail, the ability to use your initiative, excellent verbal communication skills, the ability to accept criticism and work well under pressure, active listening skills, to be able to use a computer and the main software packages competently","With experience, you could progress to a supervisor or service adviser job, or move into the service and repair.

You may be able to move into self-employment as a parts supplier.","['a college course', 'an apprenticeship', 'applying directly']",,{'requiredWeight': 0.5}
64b13a5ab8c6cc08ffa936b9,Sales manager,"Sales managers organise, coach and lead teams of sales representatives to work towards agreed targets.","excellent verbal communication skills, the ability to sell products and services, customer service skills, the ability to use your initiative, business management skills, leadership skills, to be flexible and open to change, the ability to accept criticism and work well under pressure, to be able to use a computer and the main software packages competently","With experience and a good track record, you could take on larger sales areas or be promoted to regional, national or international sales manager.","['a university course', 'an apprenticeship', 'applying directly', 'training with a professional body']",,{'requiredWeight': 0.6}
64b13a5ab8c6cc08ffa936af,Pharmacist,Pharmacists give advice on the use and supply of medicines and medical appliances.,"to be thorough and pay attention to detail, the ability to accept criticism and work well under pressure, sensitivity and understanding, customer service skills, patience and the ability to remain calm in stressful situations, maths knowledge, excellent verbal communication skills, the ability to read English, to be able to use a computer and the main software packages competently","progress to team manager, regional or national manager or become a pharmacy consultant, work in a GP practice, health centre or set up your own community pharmacy business, work as a pharmacist in the Royal Air Force, Royal Navy or Army, move into teaching, scientific journalism or publishing, do a postgraduate qualification in a subject like toxicology or pharmacology and move into research",['You can get into this job through a university course.'],,{'requiredWeight': 0.7}
64b13a5ab8c6cc08ffa936c0,Train station worker,Train station workers deal with customers and carry out duties in railway stations and on platforms.,"customer service skills, the ability to accept criticism and work well under pressure, sensitivity and understanding, the ability to work well with others, to be thorough and pay attention to detail, excellent verbal communication skills, knowledge of transport methods, costs and benefits, knowledge of public safety and security, to be able to carry out basic tasks on a computer or hand-held device","With experience, you could be promoted to senior station assistant, station team supervisor, assistant station manager and eventually station manager.

You could also become a ticket inspector and progress to revenue protection officer.","['a college course', 'an apprenticeship', 'applying directly']",,{'requiredWeight': 0.4}
64b13a5ab8c6cc08ffa936bf,Tourist information centre assistant,"Tourist information centre assistants give information to visitors about transport, tourist attractions and local services and activities.","customer service skills, to be thorough and pay attention to detail, a desire to help people, excellent verbal communication skills, the ability to work well with others, administration skills, patience and the ability to remain calm in stressful situations, sensitivity and understanding, to be able to use a computer and the main software packages competently","With experience, you could become a Tourist Information Centre (TIC) supervisor or manager.

You could also move into local authority tourism departments, regional or area tourist board jobs, or to other areas of the travel and tourism industry.","['a college course', 'applying directly']",,{'requiredWeight': 0.4}
64b13a5ab8c6cc08ffa936c3,Visual merchandiser,Visual merchandisers design eye-catching product displays and store layouts to encourage sales.,"to be thorough and pay attention to detail, the ability to work well with others, the ability to come up with new ways of doing things, to be flexible and open to change, the ability to sell products and services, the ability to accept criticism and work well under pressure, customer service skills, excellent verbal communication skills, to be able to use a computer and the main software packages competently","With experience, you could progress to team leader, then visual merchandising manager.

You could also move into retail, exhibition or interior design, or set up your own business creating one-off displays.

You could become a freelance visual merchandiser and work for lots of different companies on a consultancy basis.","['a college course', 'an apprenticeship', 'working towards this role', 'applying directly', 'a specialised distance learning course']",,{'requiredWeight': 0.6}
64b13a5ab8c6cc08ffa936c4,Wine merchant,Wine merchants find new wines and buy and market them.,"the ability to work well with others, to be flexible and open to change, maths knowledge, to be thorough and pay attention to detail, customer service skills, the ability to sell products and services, the ability to accept criticism and work well under pressure, the ability to use your initiative, to be able to use a computer and the main software packages competently","With experience you could become an independent wine merchant. You'll need funds and a well-researched business plan.

You could also progress to become a Master of Wine (MW). This is the British wine trader’s highest qualification.","['working towards this role', 'applying directly', 'a graduate training scheme', 'a professional course from a private training provider']",,{'requiredWeight': 0.7}
64b13a5ab8c6cc08ffa936b3,Public relations director,Public relations (PR) directors manage communication campaigns and strategy for their organisation or clients.,"knowledge of media production and communication, customer service skills, the ability to use your initiative, knowledge of English language, to be thorough and pay attention to detail, persistence and determination, excellent verbal communication skills, to be flexible and open to change, to be able to use a computer and the main software packages competently","You could move on to a bigger public relations (PR) agency or become the chief executive or head of an organisation.

You could also work as a PR consultant, helping clients with their communications strategy and policy.","['a university course', 'working towards this role', 'applying directly']",,{'requiredWeight': 0.7}
64b13a5ab8c6cc08ffa936b8,Sales assistant,Sales assistants sell products and help customers.,"customer service skills, the ability to work well with others, patience and the ability to remain calm in stressful situations, to be thorough and pay attention to detail, sensitivity and understanding, persuading and negotiating skills, the ability to use your initiative, excellent verbal communication skills, to be able to use a computer and the main software packages competently","become a retail supervisor, manager or department manager, gain further qualifications through a Retail Leadership Level 6 Degree Apprenticeship, train to work in a specialised area of retail like an opticians through an Optical Assistant Level 3 Advanced Apprenticeship, specialise in customer services, visual merchandising or buying, start your own independent shop or stall","['a college course', 'an apprenticeship', 'working towards this role', 'volunteering', 'applying directly']",,{'requiredWeight': 0.5}
64b13a5ab8c6cc08ffa936be,Telephonist,"Telephonists, or switchboard operators, answer and connect calls and take messages.","customer service skills, patience and the ability to remain calm in stressful situations, to be flexible and open to change, to be thorough and pay attention to detail, the ability to work well with others, excellent verbal communication skills, administration skills, a desire to help people, to be able to carry out basic tasks on a computer or hand-held device","With experience you could apply for work as an administrator, customer services specialist or customer services supervisor.","['a college course', 'an apprenticeship', 'applying directly']",,{'requiredWeight': 0.4}
64b13a5ab8c6cc08ffa936c2,Vending machine operator,"Vending machine operators fill, maintain and collect money from machines that dispense products like drinks and snacks.","the ability to use, repair and maintain machines and tools, practical skills for repairing and maintaining equipment, knowledge of maths, the ability to work well with your hands, problem-solving skills, to be thorough and pay attention to detail, the ability to operate and control equipment, the ability to use your initiative, to be able to carry out basic tasks on a computer or hand-held device","With experience, you could become a supervisor or area manager, or set up your own vending business.",['applying directly'],,{'requiredWeight': 0.6}
64b13a5ab8c6cc08ffa936b7,Sales administrator,"Sales administrators process sales orders and payments, arrange deliveries and offer after-sales support.","customer service skills, excellent verbal communication skills, business management skills, the ability to use your initiative, the ability to work well with others, the ability to sell products and services, persistence and determination, the ability to accept criticism and work well under pressure, to be able to use a computer and the main software packages competently","With experience, you could become a sales admin team leader, personal assistant or office manager.","['a college course', 'an apprenticeship', 'working towards this role', 'applying directly']",,{'requiredWeight': 0.5}
64b13a5ab8c6cc08ffa936a8,Marketing manager,"Marketing managers plan how to promote products, services or brands and oversee all marketing activity.","the ability to sell products and services, excellent verbal communication skills, the ability to use your initiative, to be thorough and pay attention to detail, leadership skills, maths knowledge, business management skills, customer service skills, to be able to use a computer and the main software packages confidently","With experience, you could become a regional manager or marketing director. You could also become a brand or account director.

Another option is to work as a freelance marketing consultant.","['a university course', 'an apprenticeship', 'working towards this role', 'applying directly']",,{'requiredWeight': 0.6}
64b13a5ab8c6cc08ffa936bc,Shopkeeper,Shopkeepers manage their own stores or run stores on behalf of a retail chain.,"customer service skills, patience and the ability to remain calm in stressful situations, the ability to accept criticism and work well under pressure, the ability to work well with others, leadership skills, to enjoy working with other people, the ability to sell products and services, business management skills, to be able to use a computer and the main software packages competently","You could buy a franchise, or, with experience and an established brand name, you could expand or improve your premises or buy another shop.","['a college course', 'an apprenticeship', 'setting up your own business']",,{'requiredWeight': 0.5}
64b13a5ab8c6cc08ffa936ac,Music promotions manager,Music promotions managers publicise recording artists or live music events.,"knowledge of media production and communication, excellent verbal communication skills, the ability to use your initiative, the ability to sell products and services, business management skills, the ability to organise your time and workload, to be thorough and pay attention to detail, patience and the ability to remain calm in stressful situations, to be able to use a computer and the main software packages competently","With experience, you could move to a larger company or you could specialise in an area like legal advice.

You could work freelance, start up your own promotions company or become an artists' agent or manager.","['a university course', 'a college course', 'an apprenticeship', 'volunteering', 'applying directly']",,{'requiredWeight': 0.5}
64b13a5ab8c6cc08ffa936b5,Retail manager,"Retail managers look after stores, motivate staff to achieve sales targets, organise promotional events and monitor industry trends.","customer service skills, patience and the ability to remain calm in stressful situations, the ability to accept criticism and work well under pressure, the ability to work well with others, leadership skills, to enjoy working with other people, sensitivity and understanding, the ability to sell products and services, to be able to use a computer and the main software packages competently","With experience you could progress into area or regional management.

You could also move into more specialist areas, like customer service, training and operations management.","['a university course', 'a college course', 'an apprenticeship', 'working towards this role', 'a company training scheme']",,{'requiredWeight': 0.5}
64b13a5ab8c6cc08ffa936a5,Market research executive,Market research executives help clients find out about people's views on consumer products or political and social issues.,"analytical thinking skills, to be thorough and pay attention to detail, maths knowledge, the ability to use your initiative, customer service skills, excellent written communication skills, business management skills, excellent verbal communication skills, to be able to use a computer and the main software packages confidently","You could move into people or project management, or become a self-employed market research consultant.

You could also work in advertising or marketing promotions.","['a university course', 'a college course', 'an apprenticeship', 'working towards this role', 'a graduate training scheme', 'specialist courses run by professional bodies', 'an internship']",,{'requiredWeight': 0.5}
64b13a5ab8c6cc08ffa936a9,Medical sales representative,"Medical sales representatives work for pharmaceutical companies, selling drugs, medicines and medical equipment to health professionals.","excellent verbal communication skills, the ability to sell products and services, customer service skills, the ability to use your initiative, the ability to work well with others, persistence and determination, the ability to accept criticism and work well under pressure, ambition and a desire to succeed, to be able to use a computer and the main software packages competently","With experience and a good track record in sales, you could become an area or regional manager, or move into marketing or product and account management.","['a university course', 'an apprenticeship', 'applying directly', 'a graduate training scheme']",,{'requiredWeight': 0.5}
64b13a5ab8c6cc08ffa936ab,Museum attendant,Museum attendants take care of customers and security in museums and galleries.,"an interest and knowledge of history, to be thorough and pay attention to detail, the ability to work well with others, to be flexible and open to change, the ability to use your initiative, excellent verbal communication skills, leadership skills, knowledge of teaching and the ability to design courses, to be able to carry out basic tasks on a computer or hand-held device","With experience you could supervise other museum attendants or train and oversee volunteers.

With additional training and qualifications you could move into technician roles maintaining buildings and specialist equipment.

There are opportunities to work in museum learning roles like outreach or programming or to go into marketing and fundraising.","['an apprenticeship', 'volunteering', 'applying directly']",,{'requiredWeight': 0.5}
64b13a5ab8c6cc08ffa936b4,Retail buyer,"Retail buyers choose products for shops to sell, like clothing, toys, electrical goods and food.","the ability to work well with others, to be flexible and open to change, maths knowledge, to be thorough and pay attention to detail, customer service skills, the ability to sell products and services, persuading and negotiating skills, the ability to use your initiative, to be able to use a computer and the main software packages competently","With experience and training you could become a senior buyer, buying controller or head of buying. You could also move into product management, marketing or merchandising.","['a university course', 'a college course', 'an apprenticeship', 'working towards this role', 'completing private industry-recognised training']",,{'requiredWeight': 0.6}
64b13a5ab8c6cc08ffa936c1,Travel agent,Travel agents book business and leisure travel for customers.,"customer service skills, excellent verbal communication skills, the ability to sell products and services, to be thorough and pay attention to detail, administration skills, active listening skills, persuading skills, a desire to help people, to be able to use a computer and the main software packages competently","branch or call centre manager, operations director, regional director","['a college course', 'an apprenticeship', 'working towards this role']",,{'requiredWeight': 0.5}
64b13a5ab8c6cc08ffa936b2,Post Office customer service assistant,Post Office customer service assistants help customers in post offices and at counters in shops.,"customer service skills, excellent verbal communication skills, the ability to work well with others, persuading and negotiating skills, to be thorough and pay attention to detail, the ability to sell products and services, good maths skills, active listening skills, to be able to use a computer and the main software packages competently","With experience you could progress to a position in a larger branch, or become an assistant branch manager or branch manager.

You could open up your own Post Office franchise.","['a college course', 'an apprenticeship', 'applying directly']",,{'requiredWeight': 0.4}
64b13a5ab8c6cc08ffa936ba,Sales representative,Sales representatives meet or ring customers to persuade them to buy products or services.,"the ability to sell products and services, customer service skills, persistence and determination, to be flexible and open to change, the ability to work well with others, the ability to use your initiative, to be thorough and pay attention to detail, excellent verbal communication skills, to be able to use a computer and the main software packages competently","With experience, you could become a sales team leader or an area sales manager.

The Institute of Sales Management (ISM) could help you develop your career.","['a university course', 'an apprenticeship', 'working towards this role']",,{'requiredWeight': 0.5}
64b13a5ab8c6cc08ffa936bb,Shelf filler,Shelf fillers put stock out on supermarket shelves and in display cabinets. They also remove out of date items and help customers.,"the ability to work well with others, patience and the ability to remain calm in stressful situations, the ability to accept criticism and work well under pressure, excellent verbal communication skills, physical skills like lifting, bending and carrying, to be thorough and pay attention to detail, customer service skills, the ability to use your initiative, to be able to carry out basic tasks on a computer or hand-held device","With experience, you could become a stockroom supervisor, or train to work as a checkout operator, visual merchandiser or shift manager.","['a college course', 'an apprenticeship', 'applying directly']",,{'requiredWeight': 0.4}
64b13a5ab8c6cc08ffa936bd,Stock control assistant,Stock control assistants keep track of stock levels and make sure there are enough supplies to meet customer demand.,"to be thorough and pay attention to detail, the ability to work well with others, customer service skills, physical skills like movement, coordination and dexterity, active listening skills, excellent verbal communication skills, concentration skills, the ability to sell products and services, to be able to carry out basic tasks on a computer or hand-held device","You could become a stock supervisor or manager. In these jobs, you would lead a team, forecast stock levels and work closely with suppliers.

You could also work as a retail buyer, looking at consumer trends and selecting which products your company will sell.","['an apprenticeship', 'working towards this role', 'applying directly']",,{'requiredWeight': 0.5}
64b13a98b8c6cc08ffa936ce,Audiologist,"Audiologists work with children and adults who suffer from hearing loss, tinnitus, or have problems with balance.","customer service skills, sensitivity and understanding, to be thorough and pay attention to detail, thinking and reasoning skills, excellent verbal communication skills, knowledge of psychology, counselling skills including active listening and a non-judgemental approach, the ability to work well with others, to be able to carry out basic tasks on a computer or hand-held device","specialise in an area like balance rehabilitation, cochlear implants, working with deafblind people or assisting people with learning disabilities, lead a team, manage a unit or move into a general management position in healthcare, move into research or become a higher education lecturer at a university",['You can get into this job through a university course or an apprenticeship.'],,{'requiredWeight': 0.7}
64b13a98b8c6cc08ffa936c9,Animal technician,Animal technicians look after animals in medical and scientific research laboratories.,"to be thorough and pay attention to detail, the ability to work well with others, the ability to accept criticism and work well under pressure, the ability to use your initiative, sensitivity and understanding, thinking and reasoning skills, excellent verbal communication skills, administration skills, to be able to use a computer and the main software packages competently","With experience and further training, you could become an animal technologist or a named animal care and welfare officer.

You could specialise in working with animals in specific research areas like breeding, immunology or genetics.

There may also be opportunities to work as a trainer and assessor of new animal technicians.","['a college course', 'an apprenticeship', 'applying directly']",,{'requiredWeight': 0.6}
64b13a98b8c6cc08ffa936d4,Chemical engineer,Chemical engineers develop ways to turn raw materials into everyday products.,"maths knowledge, knowledge of engineering science and technology, knowledge of chemistry including the safe use and disposal of chemicals, design skills and knowledge, knowledge of physics, analytical thinking skills, science skills, to be thorough and pay attention to detail, to be able to use a computer and the main software packages competently, ","With experience, you could progress to senior process or design engineer, research and development manager.

You could go on to be a plant manager, or overall operations manager.

You could also move into consultancy work.","['a university course', 'an apprenticeship', 'working towards this role', '']",,{'requiredWeight': 0.8}
64b13a98b8c6cc08ffa936df,Ecologist,"Ecologists study the relationship between plants, animals and the environment.","maths knowledge for surveying and reporting, analytical thinking skills, thinking and reasoning skills, to be thorough and pay attention to detail, persistence and determination, the ability to use your initiative, excellent written communication skills, concentration skills, to be able to use a computer and the main software packages competently","With experience, you could become a senior ecologist, leading a team of researchers, developing biodiversity plans or acting as a consultant on sustainable development projects.

You may also be able to apply for chartered environmentalist status. You can find out more about being a chartered environmentalist from the Society for the Environment.","['a university course', 'an apprenticeship']",,{'requiredWeight': 0.7}
64b13a98b8c6cc08ffa936ea,Geoscientist,"Geoscientists study the Earth's structure and formation, and analyse rocks to explore its natural mineral and energy resources.","maths knowledge, knowledge of geography, analytical thinking skills, excellent verbal communication skills, knowledge of engineering science and technology, knowledge of physics, knowledge of chemistry including the safe use and disposal of chemicals, the ability to come up with new ways of doing things, to have a thorough understanding of computer systems and applications","With experience, you could progress towards a consultant position, or move into teaching or management.

You may also be able to apply for chartered environmentalist status. You can find out more about being a chartered environmentalist from the Society for the Environment.","['a university course', 'an apprenticeship']",,{'requiredWeight': 0.7}
64b13a98b8c6cc08ffa936db,Consumer scientist,"Consumer scientists study why people use or buy products and services, and give advice to retailers and manufacturers.","analytical thinking skills, to be thorough and pay attention to detail, maths knowledge, the ability to use your initiative, customer service skills, persistence and determination, excellent verbal communication skills, the ability to use your judgement and make decisions, to be able to use a computer and the main software packages confidently","With experience you could move into a management post or specialise in one area, for example data analysis.

With training you could use your experience to work in education.","['a university course', 'applying directly']",,{'requiredWeight': 0.7}
64b13a98b8c6cc08ffa936e7,Forensic scientist,Forensic scientists prepare traces of physical evidence for use in courts of law.,"to be thorough and pay attention to detail, patience and the ability to remain calm in stressful situations, the ability to accept criticism and work well under pressure, the ability to think clearly using logic and reasoning, knowledge of public safety and security, excellent written communication skills, the ability to work on your own, legal knowledge including court procedures and government regulations, to be able to use a computer and the main software packages competently","With experience, you could move into management and direct other forensics staff as a forensics manager or casework examiner.

You could also work as a reporting scientist, acting as an expert witness in court.","['a university course', 'an apprenticeship', 'applying directly']",,{'requiredWeight': 0.6}
64b13a98b8c6cc08ffa936cc,Astronaut,Astronauts fly spacecraft and do experiments in space.,"the ability to use your judgement and make decisions, the ability to operate and control equipment, physical skills like movement, coordination, dexterity and grace, to be thorough and pay attention to detail, leadership skills, observation and recording skills, the ability to accept criticism and work well under pressure, thinking and reasoning skills, to be able to use a computer and the main software packages competently","be selected for other missions, move into management, teaching or research, set up your own consultancy business",['You can get into this career by applying directly.'],,{'requiredWeight': 1}
64b13a98b8c6cc08ffa936cf,Biochemist,"Biochemists investigate the chemical processes that take place inside all living things, such as viruses, bacteria and people.","knowledge of biology, knowledge of chemistry including the safe use and disposal of chemicals, maths knowledge, analytical thinking skills, to be thorough and pay attention to detail, excellent verbal communication skills, thinking and reasoning skills, concentration skills, to be able to use a computer and the main software packages competently","develop a specialism, manage a team, department or project, move into product sales, marketing or science communication, become a freelance consultant","['a university course', 'working towards this role', 'specialist training with the NHS']",,{'requiredWeight': 0.9}
64b13a98b8c6cc08ffa936d0,Biologist,"Biologists study living things, including people, animals and plants.","knowledge of biology, to be thorough and pay attention to detail, maths knowledge, excellent written communication skills, analytical thinking skills, excellent verbal communication skills, the ability to work well with your hands, the ability to use your initiative, to be able to use a computer and the main software packages competently","become a manager
teach in schools, colleges or universities
go into science communication, such as media and scientific journalism
work freelance as a scientific consultant","['a university course', 'an apprenticeship', 'working towards this role']",,{'requiredWeight': 0.8}
64b13a98b8c6cc08ffa936cd,Astronomer,"Astronomers study the origin and structure of the universe, including its planets, stars, galaxies and black holes.","maths knowledge, knowledge of physics, analytical thinking skills, science skills, excellent verbal communication skills, the ability to use your initiative, the ability to think clearly using logic and reasoning, concentration skills, to have a thorough understanding of computer systems and applications","aerospace research and development, satellite research and development, systems analysis, software engineering, teaching and lecturing, science communication, finance","['maths', 'physics', 'astrophysics', 'geophysics', 'astronomy', 'space science']",,{'requiredWeight': 1}
64b13a98b8c6cc08ffa936d3,Cartographer,"Cartographers collect information about the geography of an area to design and produce maps, charts and plans.","knowledge of geography, maths knowledge, to be thorough and pay attention to detail, analytical thinking skills, excellent written communication skills, design skills and knowledge, the ability to work well with others, concentration skills, to be able to use a computer and the main software packages confidently","With experience you could become a senior cartographer and manage mapping projects and staff.

If you specialise in working with GIS, you could apply for Chartered Geographer (GIS) status.

You could also work on a freelance basis as a consultant.","['a university course', 'an apprenticeship', 'working towards this role', 'the armed forces']",,{'requiredWeight': 0.8}
64b13a98b8c6cc08ffa936e9,Geneticist,Geneticists study genes to work out how cells and organisms behave.,"knowledge of biology, excellent verbal communication skills, science skills, to be thorough and pay attention to detail, thinking and reasoning skills, maths knowledge, analytical thinking skills, the ability to read English, to be able to use a computer and the main software packages competently","As a research geneticist, with experience you may be able to work your way up to laboratory supervisor or clinical study manager. Lecturing in a university or teaching may also be an option. 

You could move into scientific sales or, with further studies, qualify as a genetic counsellor.",['a university course'],,{'requiredWeight': 0.8}
64b13a98b8c6cc08ffa936eb,Geospatial  technician,"Geospatial technicians collect data to create maps, update satellite navigation systems and plan construction projects.","knowledge of geography, analytical thinking skills, maths knowledge, complex problem-solving skills, the ability to use your initiative, design skills and knowledge, to be thorough and pay attention to detail, excellent verbal communication skills, to have a thorough understanding of computer systems and applications","You can specialise in areas like agriculture, mining, healthcare, urban planning or military intelligence.

After 3 to 5 years' experience, you can become a GIS analyst or geographic information officer.","['a university course', 'a college course', 'an apprenticeship', 'a graduate training scheme', 'the armed forces']",,{'requiredWeight': 0.8}
64b13a98b8c6cc08ffa936d2,Biotechnologist,"Biotechnologists use plants, animals, microbes, biochemistry and genetics to develop new products and improve existing ones.","knowledge of biology, to be thorough and pay attention to detail, the ability to work on your own, excellent verbal communication skills, maths knowledge, the ability to work well with others, analytical thinking skills, knowledge of chemistry including the safe use and disposal of chemicals, to be able to use a computer and the main software packages competently","people and project management, science communication, quality assurance management, product sales or marketing, freelance consultancy or scientific advisory work","['a university course', 'an apprenticeship', 'working towards this role']",,{'requiredWeight': 0.9}
64b13a98b8c6cc08ffa936e0,Economist,"Economists advise government departments, businesses, banks and other organisations about the economy.","maths knowledge, knowledge of economics and accounting, analytical thinking skills, excellent verbal communication skills, to be thorough and pay attention to detail, ambition and a desire to succeed, excellent written communication skills, the ability to think clearly using logic and reasoning, to be able to use a computer and the main software packages competently","With experience, you could progress to senior levels or become a self-employed freelance consultant.","['a university course', 'an apprenticeship', 'working towards this role', 'a graduate training scheme']",,{'requiredWeight': 0.8}
64b13a98b8c6cc08ffa936e2,Electronics engineer,"Electronics engineers design and develop systems for industry, from mobile communications to manufacturing and aerospace.","knowledge of computer operating systems, hardware and software, knowledge of engineering science and technology, maths knowledge, to be thorough and pay attention to detail, analytical thinking skills, design skills and knowledge, the ability to work well with others, to be flexible and open to change, to be able to use a computer and the main software packages confidently, ","move into project management roles, specialise in research, such as telecommunications, robotics or semiconductors, work as an engineering consultant, ","['a university course', 'a college course', 'an apprenticeship', 'working towords this route', '']",,{'requiredWeight': 0.8}
64b13a98b8c6cc08ffa936e8,Garment technologist,Garment technologists choose the right fabrics and designs for manufacturers to make clothes at a set cost.,"the ability to work well with your hands, to be thorough and pay attention to detail, the ability to work well with others, excellent verbal communication skills, knowledge of maths, the ability to analyse quality or performance, knowledge of manufacturing production and processes, the ability to use your initiative, to be able to use a computer and the main software packages competently, ","With experience, you could become a senior technologist, quality controller or technical production manager.

You could also move into research or teaching in a university fashion and textiles department.","['a university course', 'a college course', 'an apprenticeship', 'working towards this role', '']",,{'requiredWeight': 0.6}
64b13a98b8c6cc08ffa936ec,Geotechnician,"Geotechnicians collect and analyse geological data from rock, soil and water samples.","maths knowledge, knowledge of engineering science and technology, analytical thinking skills, to be thorough and pay attention to detail, the ability to use your initiative, excellent verbal communication skills, the ability to think clearly using logic and reasoning, knowledge of geography, to be able to use a computer and the main software packages competently","With experience, you could train as a geoscientist.

You could also move into management, environmental engineering work, or become a laboratory technician or science teacher in a school, college or university.","['a university course', 'a college course', 'an apprenticeship', 'working towards this role']",,{'requiredWeight': 0.8}
64b13a98b8c6cc08ffa936d5,Chemical engineering technician,"Chemical engineering technicians help to research, develop and manufacture plastics, medicines, foods, textiles and fuel.","knowledge of engineering science and technology, maths knowledge, knowledge of chemistry including the safe use and disposal of chemicals, complex problem-solving skills, excellent verbal communication skills, design skills and knowledge, analytical thinking skills, to be thorough and pay attention to detail, to be able to use a computer and the main software packages competently, ","With experience, you could become a shift supervisor, eventually moving into maintenance or production management.

You could also move into materials development and design, quality control or sales and marketing.","['a university course', 'a college course', 'an apprenticeship', '']",,{'requiredWeight': 0.8}
64b13a98b8c6cc08ffa936d6,Chemist,Chemists look at the chemical make up of substances and investigate how they behave under different conditions.,"knowledge of chemistry including the safe use and disposal of chemicals, maths knowledge, science skills, excellent verbal communication skills, complex problem-solving skills, to be thorough and pay attention to detail, analytical thinking skills, the ability to work well with others, to be able to use a computer and the main software packages competently","the NHS, public health laboratories, research institutes, government agencies, private industry","['a university course', 'an apprenticeship', 'working towards this role']",,{'requiredWeight': 0.8}
64b13a98b8c6cc08ffa936d9,Clinical psychologist,"Clinical psychologists help people manage mental health issues, phobias and addiction.","knowledge of psychology, counselling skills including active listening and a non-judgemental approach, the ability to understand people’s reactions, sensitivity and understanding, analytical thinking skills, excellent verbal communication skills, patience and the ability to remain calm in stressful situations, excellent written communication skills, to be able to use a computer and the main software packages competently","specialise working with certain people, such as children or young offenders, specialise in clinical neuropsychology, move into research or teach at a university, work as a freelance consultant, advising other professionals and clients, set up your own psychology practice",['You can get into this job through a university course or an apprenticeship.'],,{'requiredWeight': 0.8}
64b13a98b8c6cc08ffa936de,Data scientist,"Data scientists use software, artificial intelligence and machine learning to analyse and interpret large amounts of data.","the ability to think clearly using logic and reasoning, excellent verbal communication skills, knowledge of maths and statistics, knowledge of computer operating systems and software packages like R or Python, an understanding of how businesses are managed and operated, analytical thinking skills, to be thorough and pay attention to detail, excellent written communication skills, to be able to use a computer and the main software packages competently","artificial intelligence, machine learning, database management","['university course', 'an apprenticeship', 'working towards', 'a graduate training scheme']",,{'requiredWeight': 0.8}
64b13a98b8c6cc08ffa936e3,Energy engineer,"Energy engineers research, design and build power generation plants, and work in the oil and gas industry.","knowledge of engineering science and technology, maths knowledge, analytical thinking skills, to be thorough and pay attention to detail, thinking and reasoning skills, the ability to use your initiative, the ability to come up with new ways of doing things, knowledge of building and construction, to be able to use a computer and the main software packages competently, ","With experience, you could move into planning, policy development, or freelance consultancy.

You could gain skills for project management roles in the energy sector through a Project controls professional, degree apprenticeship.","['a university course', 'an apprenticeship', '']",,{'requiredWeight': 0.8}
64b13a98b8c6cc08ffa936e6,Food scientist,"Food scientists and food technologists develop food and drink products, making sure they are safe to consume.","knowledge of chemistry including the safe use and disposal of chemicals, knowledge of manufacturing production and processes, maths knowledge, knowledge of biology, knowledge of food production methods, to be thorough and pay attention to detail, analytical thinking skills, excellent verbal communication skills, to be able to use a computer and the main software packages competently, ","food manufacturers and supermarkets, government and university research establishments, local authorities, ","['a university course', 'an apprenticeship', 'working towards this role', '']",,{'requiredWeight': 0.7}
64b13a98b8c6cc08ffa936d8,Clinical engineer,"Clinical engineers apply engineering principles to the research, design and development of healthcare products and equipment.","knowledge of engineering science and technology, maths knowledge, knowledge of computer operating systems, hardware and software, design skills and knowledge, knowledge of biology, knowledge of physics, the ability to read English, excellent verbal communication skills, to be able to use a computer and the main software packages competently","With experience and further training, you could become a consultant, specialising in particular clinical areas, or move into people or project management, teaching or medical research.

There are opportunities in both the public and private sector.","['a university course', 'an apprenticeship', 'a specialist training programme run by the NHS']",,{'requiredWeight': 0.8}
64b13a98b8c6cc08ffa936e4,Environmental consultant,"Environmental consultants advise on sustainability, including waste management, recycling, flood risk and the effects of climate change.","knowledge of geography, maths knowledge, analytical thinking skills, thinking and reasoning skills, excellent verbal communication skills, to be thorough and pay attention to detail, excellent written communication skills, the ability to use your judgement and make decisions, to be able to use a computer and the main software packages competently","move into an associate, senior or principal consultant position, apply for chartered environmentalist status, work as a lecturer, run your own consultancy business, work in research","['a university course', 'an apprenticeship']",,{'requiredWeight': 0.7}
